,Datetime,Adj Close,Close,High,Low,Open,Volume
5,2025-07-31 09:30:00,,208.1499938964844,208.8300018310547,208.1199951171875,208.3800048828125,2461358.0
418,2025-07-31 09:31:00,,208.3350067138672,208.3699951171875,207.8249969482422,208.25999450683597,443205.0
641,2025-07-31 09:32:00,,208.3350067138672,208.6060028076172,208.27999877929688,208.58999633789065,263919.0
866,2025-07-31 09:33:00,,208.75999450683597,208.79969787597656,208.2100067138672,208.31500244140625,211393.0
1120,2025-07-31 09:34:00,,208.72999572753903,208.91000366210935,208.6999969482422,208.7749938964844,197028.0
1351,2025-07-31 09:35:00,,208.30999755859372,208.82000732421875,208.30039978027344,208.7169952392578,251218.0
1600,2025-07-31 09:36:00,,209.2700042724609,209.3000030517578,208.2550048828125,208.3000030517578,276441.0
1837,2025-07-31 09:37:00,,208.8800048828125,209.4499969482422,208.8500061035156,209.27999877929688,261855.0
2067,2025-07-31 09:38:00,,208.72999572753903,208.9900054931641,208.6000061035156,208.8699951171875,167121.0
2312,2025-07-31 09:39:00,,208.91000366210935,208.97999572753903,208.6699981689453,208.7400054931641,147200.0
2538,2025-07-31 09:40:00,,208.56500244140625,208.91000366210935,208.5399932861328,208.91000366210935,263068.0
2775,2025-07-31 09:41:00,,208.8699951171875,208.8800048828125,208.4499969482422,208.5644073486328,162054.0
3048,2025-07-31 09:42:00,,208.97999572753903,209.0,208.8865966796875,208.8865966796875,119607.0
3281,2025-07-31 09:43:00,,208.83999633789065,209.0200042724609,208.6999969482422,208.9750061035156,144461.0
3507,2025-07-31 09:44:00,,208.94000244140625,209.00999450683597,208.8350067138672,208.8500061035156,186856.0
3740,2025-07-31 09:45:00,,208.65499877929688,209.01499938964844,208.3699951171875,208.94000244140625,244801.0
3989,2025-07-31 09:46:00,,208.8000030517578,208.83999633789065,208.50999450683597,208.63999938964844,145735.0
4226,2025-07-31 09:47:00,,208.5800018310547,208.8300018310547,208.4199981689453,208.8000030517578,141127.0
4472,2025-07-31 09:48:00,,208.4850006103516,208.6999969482422,208.3999938964844,208.57000732421875,103854.0
4719,2025-07-31 09:49:00,,208.6750030517578,208.69000244140625,208.47999572753903,208.50100708007807,118748.0
4957,2025-07-31 09:50:00,,208.77999877929688,208.83999633789065,208.63999938964844,208.6999969482422,171741.0
5196,2025-07-31 09:51:00,,208.96499633789065,209.0200042724609,208.69000244140625,208.77999877929688,140239.0
5438,2025-07-31 09:52:00,,208.9512939453125,209.0449981689453,208.8699951171875,208.9600067138672,122654.0
5680,2025-07-31 09:53:00,,208.93499755859372,208.97999572753903,208.80999755859372,208.9600067138672,111081.0
5908,2025-07-31 09:54:00,,208.94000244140625,208.9900054931641,208.8350067138672,208.94000244140625,96846.0
6147,2025-07-31 09:55:00,,208.7447967529297,208.92999267578125,208.6100006103516,208.91000366210935,174897.0
6379,2025-07-31 09:56:00,,209.01739501953125,209.08999633789065,208.50999450683597,208.75999450683597,169484.0
6625,2025-07-31 09:57:00,,208.72999572753903,209.0399932861328,208.7100982666016,209.0200042724609,122814.0
6880,2025-07-31 09:58:00,,208.6743927001953,208.7899932861328,208.6499938964844,208.7100067138672,117109.0
7096,2025-07-31 09:59:00,,208.4850006103516,208.69000244140625,208.4199981689453,208.66000366210935,150230.0
7309,2025-07-31 10:00:00,,208.42999267578125,208.66000366210935,208.3699951171875,208.47000122070312,156853.0
7545,2025-07-31 10:01:00,,208.6100006103516,208.69000244140625,208.40499877929688,208.4199981689453,96284.0
7765,2025-07-31 10:02:00,,208.5249938964844,208.6000061035156,208.3699951171875,208.41099548339844,102256.0
8006,2025-07-31 10:03:00,,208.8699951171875,208.8999938964844,208.51499938964844,208.5249938964844,130131.0
8230,2025-07-31 10:04:00,,208.65499877929688,209.0,208.64089965820312,208.88999938964844,116195.0
8458,2025-07-31 10:05:00,,208.5850067138672,208.7100067138672,208.5500946044922,208.63999938964844,91384.0
8690,2025-07-31 10:06:00,,208.9149932861328,208.92999267578125,208.53500366210935,208.58999633789065,137122.0
8928,2025-07-31 10:07:00,,208.8000030517578,208.96499633789065,208.72000122070312,208.94000244140625,127651.0
9174,2025-07-31 10:08:00,,208.8800048828125,208.9600067138672,208.75070190429688,208.7700042724609,97024.0
9441,2025-07-31 10:09:00,,208.8000030517578,208.8800048828125,208.7100067138672,208.8600006103516,119629.0
9681,2025-07-31 10:10:00,,208.8249969482422,208.96499633789065,208.75,208.7899932861328,118749.0
9914,2025-07-31 10:11:00,,208.89979553222656,209.08999633789065,208.7100067138672,208.8300018310547,212080.0
10158,2025-07-31 10:12:00,,208.97999572753903,209.02999877929688,208.7400054931641,208.8999938964844,100356.0
10398,2025-07-31 10:13:00,,209.4900054931641,209.5200042724609,208.97000122070312,208.97999572753903,184445.0
10629,2025-07-31 10:14:00,,209.4900054931641,209.6199951171875,209.3699951171875,209.5500030517578,143110.0
10876,2025-07-31 10:15:00,,209.4250030517578,209.5612030029297,209.41009521484372,209.4900054931641,123639.0
11120,2025-07-31 10:16:00,,209.1403961181641,209.4727935791016,209.13999938964844,209.42999267578125,101483.0
11360,2025-07-31 10:17:00,,209.4199981689453,209.439697265625,209.1100006103516,209.13999938964844,121264.0
11599,2025-07-31 10:18:00,,209.4949951171875,209.5500030517578,209.3699951171875,209.42999267578125,131789.0
11839,2025-07-31 10:19:00,,209.57000732421875,209.68150329589844,209.51499938964844,209.52999877929688,175110.0
12077,2025-07-31 10:20:00,,209.07760620117188,209.5800018310547,209.07000732421875,209.57000732421875,185254.0
12303,2025-07-31 10:21:00,,208.91000366210935,209.1100006103516,208.91000366210935,209.07000732421875,104193.0
12538,2025-07-31 10:22:00,,208.9031982421875,209.031005859375,208.82000732421875,208.91000366210935,97474.0
12785,2025-07-31 10:23:00,,209.0749969482422,209.1501007080078,208.9199981689453,208.92999267578125,66986.0
13015,2025-07-31 10:24:00,,209.07000732421875,209.2100067138672,208.9900054931641,209.07000732421875,81776.0
13233,2025-07-31 10:25:00,,209.1199951171875,209.19000244140625,208.9900054931641,209.03500366210935,113607.0
13466,2025-07-31 10:26:00,,209.17999267578125,209.1999969482422,209.0500030517578,209.11929321289065,80217.0
13706,2025-07-31 10:27:00,,209.03990173339844,209.1999969482422,209.0200958251953,209.1699981689453,89639.0
13944,2025-07-31 10:28:00,,209.0399932861328,209.1000061035156,208.94000244140625,209.0399932861328,118847.0
14139,2025-07-31 10:29:00,,208.8424072265625,208.9237060546875,208.80999755859372,208.88999938964844,125051.0
14357,2025-07-31 10:30:00,,209.39100646972656,209.41000366210935,208.8592987060547,208.8600006103516,202075.0
14582,2025-07-31 10:31:00,,209.47000122070312,209.4900054931641,209.3600006103516,209.3999938964844,149563.0
14800,2025-07-31 10:32:00,,209.38499450683597,209.5500030517578,209.33999633789065,209.4696044921875,115363.0
15040,2025-07-31 10:33:00,,209.2350006103516,209.38999938964844,209.1999969482422,209.38499450683597,111341.0
15290,2025-07-31 10:34:00,,209.2350006103516,209.38999938964844,209.19869995117188,209.24989318847656,156982.0
15530,2025-07-31 10:35:00,,209.1750030517578,209.30079650878903,209.13560485839844,209.2350006103516,123765.0
15759,2025-07-31 10:36:00,,209.25,209.3000030517578,209.0800018310547,209.15719604492188,85731.0
15987,2025-07-31 10:37:00,,209.0800018310547,209.2700042724609,209.07000732421875,209.25,80489.0
16216,2025-07-31 10:38:00,,209.1000061035156,209.22999572753903,209.00999450683597,209.1000061035156,118499.0
16441,2025-07-31 10:39:00,,209.07000732421875,209.13999938964844,208.94000244140625,209.1300048828125,106544.0
16668,2025-07-31 10:40:00,,209.10499572753903,209.2350006103516,209.00999450683597,209.06939697265625,122520.0
16888,2025-07-31 10:41:00,,209.0500030517578,209.19000244140625,209.0449981689453,209.1100006103516,77885.0
17126,2025-07-31 10:42:00,,209.0,209.08999633789065,208.97999572753903,209.0500030517578,95323.0
17366,2025-07-31 10:43:00,,209.2091064453125,209.21499633789065,208.9900054931641,209.0050048828125,117143.0
17585,2025-07-31 10:44:00,,209.30999755859372,209.3999938964844,209.1999969482422,209.1999969482422,100515.0
17803,2025-07-31 10:45:00,,209.07000732421875,209.3600006103516,209.05999755859372,209.32000732421875,152433.0
18046,2025-07-31 10:46:00,,209.16000366210935,209.27220153808597,209.0749969482422,209.0749969482422,108347.0
18250,2025-07-31 10:47:00,,209.2400054931641,209.2400054931641,209.1300048828125,209.16000366210935,68878.0
18482,2025-07-31 10:48:00,,209.16000366210935,209.22999572753903,209.1150054931641,209.22999572753903,93424.0
18708,2025-07-31 10:49:00,,209.04600524902344,209.17999267578125,209.0399932861328,209.1300048828125,90471.0
18937,2025-07-31 10:50:00,,209.25,209.34500122070312,209.0200042724609,209.0511932373047,147697.0
19170,2025-07-31 10:51:00,,209.13999938964844,209.3500061035156,209.1300048828125,209.2400054931641,94659.0
19415,2025-07-31 10:52:00,,209.0249938964844,209.1699981689453,209.0,209.16000366210935,205477.0
19640,2025-07-31 10:53:00,,208.8350067138672,209.1000061035156,208.8101043701172,209.02940368652344,212710.0
19874,2025-07-31 10:54:00,,208.8654937744141,208.9250030517578,208.75999450683597,208.84620666503903,152115.0
20099,2025-07-31 10:55:00,,208.8500061035156,209.0,208.8000030517578,208.8800048828125,226059.0
20333,2025-07-31 10:56:00,,208.8999938964844,208.9550018310547,208.80479431152344,208.84500122070312,104844.0
20561,2025-07-31 10:57:00,,208.88999938964844,208.94500732421875,208.7949981689453,208.88999938964844,112625.0
20767,2025-07-31 10:58:00,,208.8300018310547,208.98699951171875,208.82069396972656,208.88499450683597,97204.0
21011,2025-07-31 10:59:00,,208.97999572753903,209.0189971923828,208.72000122070312,208.80999755859372,129242.0
21237,2025-07-31 11:00:00,,209.0500030517578,209.1499938964844,208.97000122070312,208.97999572753903,105837.0
21470,2025-07-31 11:01:00,,208.94000244140625,209.1000061035156,208.92999267578125,209.05499267578125,176272.0
21696,2025-07-31 11:02:00,,208.9199981689453,209.0200042724609,208.9199981689453,208.94000244140625,82874.0
21900,2025-07-31 11:03:00,,209.16000366210935,209.22000122070312,208.9199981689453,208.9199981689453,123863.0
22129,2025-07-31 11:04:00,,209.05499267578125,209.2400054931641,209.0399932861328,209.1450042724609,80109.0
22338,2025-07-31 11:05:00,,209.0496063232422,209.07000732421875,208.9600067138672,209.0511932373047,120315.0
22534,2025-07-31 11:06:00,,208.91000366210935,209.0749969482422,208.8800048828125,209.02999877929688,65586.0
22737,2025-07-31 11:07:00,,208.8300018310547,208.97000122070312,208.80999755859372,208.90499877929688,70537.0
22923,2025-07-31 11:08:00,,208.67999267578125,208.8000030517578,208.66000366210935,208.8000030517578,107144.0
23083,2025-07-31 11:09:00,,208.6300048828125,208.7100067138672,208.6300048828125,208.7100067138672,61495.0
23320,2025-07-31 11:10:00,,208.4969940185547,208.72000122070312,208.4900054931641,208.6199951171875,149861.0
23576,2025-07-31 11:11:00,,208.4499969482422,208.5200042724609,208.3800048828125,208.4900054931641,113611.0
23809,2025-07-31 11:12:00,,208.38999938964844,208.52999877929688,208.3800048828125,208.4499969482422,67475.0
24039,2025-07-31 11:13:00,,208.3300018310547,208.51499938964844,208.32000732421875,208.3963928222656,54522.0
24258,2025-07-31 11:14:00,,208.3294982910156,208.43499755859372,208.30999755859372,208.30999755859372,83954.0
24474,2025-07-31 11:15:00,,208.3999938964844,208.41000366210935,208.2100067138672,208.3300018310547,222265.0
24692,2025-07-31 11:16:00,,208.27999877929688,208.47999572753903,208.27999877929688,208.3800048828125,86379.0
24956,2025-07-31 11:17:00,,208.44000244140625,208.4600067138672,208.2602996826172,208.27999877929688,87930.0
25163,2025-07-31 11:18:00,,208.1851043701172,208.44000244140625,208.16000366210935,208.43499755859372,147745.0
25394,2025-07-31 11:19:00,,208.22999572753903,208.2700042724609,208.1549072265625,208.1699981689453,58247.0
25619,2025-07-31 11:20:00,,208.41000366210935,208.42999267578125,208.22000122070312,208.2449951171875,74629.0
25843,2025-07-31 11:21:00,,208.5850067138672,208.5944976806641,208.3999938964844,208.41000366210935,68779.0
26068,2025-07-31 11:22:00,,208.47000122070312,208.59869384765625,208.44000244140625,208.5948028564453,59937.0
26286,2025-07-31 11:23:00,,208.360107421875,208.52999877929688,208.3600006103516,208.44000244140625,68072.0
26512,2025-07-31 11:24:00,,208.30999755859372,208.3800048828125,208.25999450683597,208.36520385742188,212107.0
26728,2025-07-31 11:25:00,,208.1699981689453,208.3500061035156,208.0800018310547,208.30499267578125,82379.0
26927,2025-07-31 11:26:00,,208.2400054931641,208.3000030517578,208.08270263671875,208.17999267578125,77885.0
27138,2025-07-31 11:27:00,,208.1000061035156,208.25999450683597,208.07000732421875,208.22999572753903,92926.0
27341,2025-07-31 11:28:00,,208.17999267578125,208.24169921875,208.1000061035156,208.1100006103516,69791.0
27544,2025-07-31 11:29:00,,208.2828063964844,208.3303985595703,208.1000061035156,208.20989990234372,76618.0
27750,2025-07-31 11:30:00,,208.375,208.3999938964844,208.1699981689453,208.2700042724609,159268.0
27945,2025-07-31 11:31:00,,208.5200042724609,208.52999877929688,208.2899932861328,208.3699951171875,125764.0
28153,2025-07-31 11:32:00,,208.5800018310547,208.6100006103516,208.47999572753903,208.50999450683597,84293.0
28358,2025-07-31 11:33:00,,208.6499938964844,208.75,208.5399932861328,208.58990478515625,176991.0
28579,2025-07-31 11:34:00,,208.52999877929688,208.6450042724609,208.3950042724609,208.63499450683597,104290.0
28817,2025-07-31 11:35:00,,208.6284942626953,208.63150024414065,208.4900054931641,208.51499938964844,59652.0
29000,2025-07-31 11:36:00,,208.7749938964844,208.8368988037109,208.6199951171875,208.6199951171875,93390.0
29198,2025-07-31 11:37:00,,208.75999450683597,208.84100341796875,208.6699981689453,208.8249969482422,64457.0
29407,2025-07-31 11:38:00,,208.75,208.80499267578125,208.70689392089844,208.72999572753903,203834.0
29622,2025-07-31 11:39:00,,208.7899932861328,208.80999755859372,208.69500732421875,208.75999450683597,89919.0
29831,2025-07-31 11:40:00,,208.67999267578125,208.77999877929688,208.63999938964844,208.77999877929688,83245.0
30036,2025-07-31 11:41:00,,208.6699981689453,208.7700042724609,208.6199951171875,208.6699981689453,104385.0
30238,2025-07-31 11:42:00,,208.76910400390625,208.77999877929688,208.6100006103516,208.69500732421875,71119.0
30447,2025-07-31 11:43:00,,208.8300018310547,208.9199981689453,208.7700042724609,208.7899932861328,90858.0
30650,2025-07-31 11:44:00,,208.83380126953125,208.8500061035156,208.77340698242188,208.83999633789065,72590.0
30838,2025-07-31 11:45:00,,208.8350067138672,208.8600006103516,208.78500366210935,208.8300018310547,66785.0
31038,2025-07-31 11:46:00,,208.75999450683597,208.8300018310547,208.69009399414065,208.8300018310547,76635.0
31230,2025-07-31 11:47:00,,208.7792053222656,208.82000732421875,208.65960693359372,208.7700042724609,113214.0
31431,2025-07-31 11:48:00,,208.8000030517578,208.80999755859372,208.7400054931641,208.7899932861328,47897.0
31630,2025-07-31 11:49:00,,208.5800018310547,208.82000732421875,208.57000732421875,208.8000030517578,105621.0
31850,2025-07-31 11:50:00,,208.6699981689453,208.7400054931641,208.6103973388672,208.6199951171875,59828.0
32049,2025-07-31 11:51:00,,208.6654052734375,208.7100067138672,208.5500030517578,208.6649932861328,76254.0
32267,2025-07-31 11:52:00,,208.593994140625,208.69000244140625,208.5200958251953,208.6699981689453,106735.0
32460,2025-07-31 11:53:00,,208.42999267578125,208.6000061035156,208.3999938964844,208.58680725097656,75262.0
32651,2025-07-31 11:54:00,,208.4199981689453,208.4600067138672,208.31570434570312,208.4199981689453,68384.0
32844,2025-07-31 11:55:00,,208.4199981689453,208.58999633789065,208.41000366210935,208.43389892578125,62719.0
33035,2025-07-31 11:56:00,,208.44000244140625,208.5,208.41000366210935,208.4199981689453,65616.0
33238,2025-07-31 11:57:00,,208.55999755859372,208.5653076171875,208.4199981689453,208.43499755859372,118328.0
33466,2025-07-31 11:58:00,,208.6100006103516,208.6199951171875,208.54049682617188,208.55999755859372,65498.0
33663,2025-07-31 11:59:00,,208.6150054931641,208.69000244140625,208.58999633789065,208.59500122070312,95560.0
33842,2025-07-31 12:00:00,,208.72000122070312,208.7239990234375,208.6199951171875,208.6199951171875,54355.0
34032,2025-07-31 12:01:00,,208.7400054931641,208.7400054931641,208.6300048828125,208.72999572753903,68849.0
34231,2025-07-31 12:02:00,,208.7400054931641,208.8600006103516,208.72000122070312,208.7449951171875,72540.0
34436,2025-07-31 12:03:00,,208.7400054931641,208.7700042724609,208.69000244140625,208.72360229492188,57202.0
34648,2025-07-31 12:04:00,,208.72999572753903,208.7949981689453,208.7100067138672,208.74989318847656,51759.0
34851,2025-07-31 12:05:00,,208.8000030517578,208.8000030517578,208.6699981689453,208.72000122070312,0.0
35079,2025-07-31 12:06:00,,208.8600006103516,208.88999938964844,208.76499938964844,208.7899932861328,54254.0
35270,2025-07-31 12:07:00,,208.8500061035156,208.8999938964844,208.76499938964844,208.85519409179688,89380.0
35454,2025-07-31 12:08:00,,208.8999938964844,209.0,208.8300018310547,208.83999633789065,92852.0
35648,2025-07-31 12:09:00,,208.94000244140625,208.9900054931641,208.88999938964844,208.90280151367188,75388.0
35869,2025-07-31 12:10:00,,208.9199981689453,208.97999572753903,208.88999938964844,208.92999267578125,40365.0
36071,2025-07-31 12:11:00,,208.8500061035156,208.93069458007807,208.82000732421875,208.9199981689453,57059.0
36264,2025-07-31 12:12:00,,208.85499572753903,208.860107421875,208.7700042724609,208.83999633789065,36268.0
36461,2025-07-31 12:13:00,,208.89010620117188,208.9499969482422,208.84500122070312,208.85499572753903,50153.0
36662,2025-07-31 12:14:00,,208.7899932861328,208.92999267578125,208.7899932861328,208.8999938964844,64833.0
36889,2025-07-31 12:15:00,,208.80999755859372,208.8699951171875,208.77999877929688,208.7899932861328,37161.0
37089,2025-07-31 12:16:00,,208.7899932861328,208.8300018310547,208.72479248046875,208.7949981689453,64292.0
37276,2025-07-31 12:17:00,,208.82000732421875,208.8699951171875,208.7801055908203,208.80999755859372,64113.0
37463,2025-07-31 12:18:00,,208.91000366210935,208.94000244140625,208.80999755859372,208.82000732421875,47028.0
37663,2025-07-31 12:19:00,,208.94039916992188,208.97000122070312,208.8699951171875,208.9250030517578,95932.0
37860,2025-07-31 12:20:00,,208.88999938964844,208.97000122070312,208.875,208.9331970214844,50560.0
38066,2025-07-31 12:21:00,,208.80999755859372,208.9597930908203,208.80999755859372,208.88999938964844,54858.0
38255,2025-07-31 12:22:00,,208.7700042724609,208.8600006103516,208.7350006103516,208.8000030517578,57646.0
38454,2025-07-31 12:23:00,,208.7899932861328,208.7949981689453,208.64439392089844,208.75999450683597,64666.0
38637,2025-07-31 12:24:00,,208.639892578125,208.83999633789065,208.6100006103516,208.7899932861328,104790.0
38832,2025-07-31 12:25:00,,208.69439697265625,208.7250061035156,208.6100006103516,208.64990234375,48718.0
39030,2025-07-31 12:26:00,,208.8800048828125,208.91000366210935,208.69000244140625,208.6999969482422,52087.0
39239,2025-07-31 12:27:00,,208.83270263671875,208.9199981689453,208.83270263671875,208.8800048828125,47890.0
39433,2025-07-31 12:28:00,,208.91000366210935,208.94000244140625,208.77999877929688,208.8300018310547,67194.0
39634,2025-07-31 12:29:00,,208.9544982910156,208.9550018310547,208.90359497070312,208.91000366210935,53751.0
